0.256,0.800000,0.001197,0.800000,-0.000609
0.256,0.800000,0.001197,0.800000,-0.000609
0.316,0.800000,0.105358,0.800000,0.010912
0.316,0.800000,0.105358,0.800000,0.010912
0.376,0.800000,0.111261,0.800000,0.023003
0.376,0.800000,0.111261,0.800000,0.023003
0.436,0.800000,0.118651,0.800000,0.034419
0.436,0.800000,0.118651,0.800000,0.034419
0.496,0.800000,0.168717,0.800000,0.050194
0.496,0.800000,0.168717,0.800000,0.050194
0.556,0.800000,0.216217,0.800000,0.068194
0.556,0.800000,0.216217,0.800000,0.068194
0.616,0.800000,0.263718,0.800000,0.086194
0.616,0.800000,0.263718,0.800000,0.086194
0.676,0.800000,0.311220,0.800000,0.104194
0.676,0.800000,0.311220,0.800000,0.104194
