3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,2.920,2.840,2.760,2.760,2.760,2.840,2.920,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,2.960,2.880,2.800,2.640,2.480,2.320,2.280,2.240,2.400,2.560,2.760,2.880,3.000,3.000,3.000,3.000,3.000
3.000,3.000,2.920,2.800,2.640,2.440,2.160,1.960,1.760,1.680,1.640,1.920,2.200,2.520,2.760,3.000,3.000,3.000,3.000,3.000
3.000,3.000,2.880,2.680,2.440,2.120,1.720,1.440,1.200,1.080,1.040,1.440,1.840,2.280,2.640,3.000,3.000,3.000,3.000,3.000
3.000,3.000,2.880,2.640,2.320,1.920,1.400,1.000,0.680,0.520,0.440,0.960,1.480,2.040,2.520,3.000,3.000,3.000,3.000,3.000
3.000,3.000,2.880,2.640,2.320,1.840,1.320,0.880,0.520,0.240,0.240,0.760,1.320,1.920,2.520,3.000,3.000,3.000,3.000,3.000
3.000,3.000,2.880,2.680,2.440,2.040,1.520,1.080,0.720,0.360,0.400,0.920,1.480,2.040,2.640,3.000,3.000,3.000,3.000,3.000
3.000,3.000,2.960,2.840,2.680,2.400,2.000,1.600,1.280,0.960,1.000,1.400,1.840,2.280,2.760,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,2.960,2.880,2.720,2.440,2.120,1.840,1.560,1.600,1.880,2.200,2.520,2.880,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,2.920,2.760,2.560,2.360,2.120,2.200,2.360,2.560,2.760,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,2.920,2.840,2.760,2.640,2.640,2.720,2.800,2.880,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
