
# Waypoint History - Started at 2026-02-07 22:18:55 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:20:09 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:21:28 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:22:24 - Random Seed 1235
(-0.5, 0.0, 0.00),  reached
(-0.5, 0.0, 90.00),  reached
(-0.567082, 0.134164, 90.00),  cut
(-0.576827, 0.157456, 90.00),  reached
(-0.5, 0.0, 90.00),  cut
(-0.455501, 0.232246, 90.00),  cut
(-0.43729, 0.249121, 90.00),  cut
(-0.417504, 0.268932, 90.00),  cut
(-0.397705, 0.288731, 90.00),  reached
(-0.5, 0.0, 90.00),  cut
(-0.2973, 0.339676, 90.00),  cut
(-0.27721, 0.353282, 90.00),  reached
(-0.5, 0.0, 90.00),  cut
(-0.196108, 0.20763, 90.00),  cut
(-0.17879, 0.188936, 90.00),  cut
(-0.158979, 0.16915, 90.00),  cut
(-0.13918, 0.149351, 90.00),  reached
(-0.5, 0.0, 90.00),  cut
(-0.165058, -0.011329, 90.00),  reached
(-0.5, 0.0, 90.00),  cut
(-0.093772, -0.116219, 90.00),  cut
(-0.113664, -0.160784, 90.00),  reached
(-0.5, 0.0, 90.00),  cut
(-0.262938, -0.248868, 90.00),  cut
(-0.281732, -0.266358, 90.00),  cut
(-0.301519, -0.286169, 90.00),  reached
(-0.5, 0.0, 90.00),  reached
(-0.5, 0.0, 180.00),  reached
(-0.5, 0.0, -90.00),  reached
(-0.393934, 0.106066, -90.00),  cut
(-0.376115, 0.123885, -90.00),  reached
(-0.5, 0.0, -90.00),  cut
(-0.294656, 0.205344, -90.00),  cut
(-0.277686, 0.222314, -90.00),  reached
(-0.5, 0.0, -90.00),  cut
(-0.204713, 0.083155, -90.00),  cut
(-0.1876, 0.064631, -90.00),  reached
(-0.5, 0.0, -90.00),  cut
(-0.186119, -0.063072, -90.00),  reached
(-0.5, 0.0, -90.00),  cut
(-0.245737, -0.150934, -90.00),  reached
(-0.5, 0.0, -90.00),  cut
(-0.37731, -0.246037, -90.00),  reached
(-0.5, 0.0, -90.00),  reached
(0.0, 0.0, 0.00),  cut
(-0.433342, -0.121371, -1.31),  cut
(-0.439895, 0.105983, -1.31),  cut
(-0.458962, -0.124604, -1.31),  reached
(0.0, 0.0, 0.00),  cut
(-0.429885, -0.216674, 0.00),  reached
(0.0, 0.0, 0.00),  reached
(0.0, 0.0, 90.00),  reached
(0.0, 0.0, 180.00),  reached
(0.0, 0.0, -90.00),  reached
(0.5, 0.5, 0.00),  cut
(-0.109247, 0.101648, -83.81),  cut
(-0.12816, 0.118134, -83.81),  cut
(-0.14999, 0.135668, -83.81),  reached
(0.5, 0.5, 0.00),  cut
(-0.195268, 0.011711, -70.75),  cut
(-0.205273, -0.01035, -70.75),  cut
(-0.217447, -0.035565, -70.75),  cut
(-0.229611, -0.060784, -70.75),  cut
(-0.241776, -0.086004, -70.75),  reached
(0.5, 0.5, 0.00),  cut
(-0.363698, -0.049248, -50.81),  reached
(0.5, 0.5, 0.00),  cut
(-0.434717, -0.106841, -17.12),  cut
(-0.452938, -0.122554, -17.12),  reached
(0.5, 0.5, 0.00),  cut
(-0.464967, -0.203294, 0.00),  reached
(0.5, 0.5, 0.00),  cut
(-0.193794, -0.034418, 0.00),  reached
(0.5, 0.5, 0.00),  cut
(0.019351, 0.318356, 0.00),  cut
(0.009407, 0.085482, 0.00),  cut
(-0.001711, 0.324409, 0.00),  cut
(-0.01215, 0.0821, 0.00),  cut
(-0.021954, 0.327621, 0.00),  cut
(-0.031123, 0.079025, 0.00),  cut
(-0.046379, 0.32731, 0.00),  cut
(-0.04853, 0.075664, 0.00),  cut
(-0.063061, 0.329591, 0.00),  cut
(-0.063544, 0.072604, 0.00),  cut
(-0.084378, 0.328541, 0.00),  cut
(-0.077132, 0.06939, 0.00),  cut
(-0.097627, 0.330015, 0.00),  cut
(-0.096624, 0.068917, 0.00),  cut
(-0.117096, 0.328853, 0.00),  cut
(-0.108249, 0.066085, 0.00),  cut
(-0.135744, 0.327233, 0.00),  cut
(-0.127142, 0.065202, 0.00),  cut
(-0.147337, 0.328513, 0.00),  cut
(-0.137028, 0.062682, 0.00),  cut
(-0.216375, 0.293075, 0.00),  cut
(-0.133624, 0.096429, 0.00),  cut
(-0.140565, 0.071843, 0.00),  cut
(-0.265059, 0.086387, 0.00),  reached
(0.5, 0.5, 0.00),  cut
(-0.311031, 0.000529, 0.00),  cut
(-0.325162, -0.019062, 0.00),  cut
(-0.341639, -0.041769, 0.00),  cut
(-0.357802, -0.064703, 0.00),  cut
(-0.373647, -0.087858, 0.00),  cut
(-0.389172, -0.111229, 0.00),  reached
(0.5, 0.5, 0.00),  cut
(-0.435521, -0.208368, 0.00),  reached
(0.5, 0.5, 0.00),  cut
(0.042697, -0.032644, 0.00),  cut
(-0.150802, -0.04988, 0.00),  reached
(0.5, 0.5, 0.00),  cut
(-0.14779, -0.063783, 0.00),  reached
(0.5, 0.5, 0.00),  reached
(0.5, 0.5, 90.00),  reached
(0.5, 0.5, 180.00),  reached
(0.5, 0.5, -90.00),  reached
(-0.5, 0.5, 0.00),  cut
(0.127036, 0.567082, 0.00),  cut
(0.104795, 0.575964, 0.00),  reached
(-0.5, 0.5, 0.00),  reached
(-0.5, 0.5, 90.00),  reached
(-0.5, 0.5, 180.00),  reached
(-0.5, 0.5, -90.00),  reached
(-0.5, -0.5, 0.00),  reached
(-0.5, -0.5, 90.00),  reached
(-0.5, -0.5, 180.00),  reached
(-0.5, -0.5, -90.00),  reached
(0.5, -0.5, 0.00),  cut
(0.192636, -0.567082, 0.00),  cut
(0.183838, -0.571232, 0.00),  cut
(0.172726, -0.575827, 0.00),  cut
(0.161593, -0.58037, 0.00),  cut
(0.150438, -0.584857, 0.00),  cut
(0.139262, -0.589291, 0.00),  cut
(0.128064, -0.593669, 0.00),  cut
(0.116846, -0.597994, 0.00),  cut
(0.105608, -0.602264, 0.00),  cut
(0.09435, -0.606481, 0.00),  cut
(0.083072, -0.610646, 0.00),  reached
(0.5, -0.5, 0.00),  cut
(0.082184, -0.63062, 0.00),  cut
(0.073111, -0.633817, 0.00),  cut
(0.061712, -0.63763, 0.00),  cut
(0.050297, -0.641395, 0.00),  cut
(0.038866, -0.64511, 0.00),  reached
(0.5, -0.5, 0.00),  reached
(0.5, -0.5, 90.00),  reached
(0.5, -0.5, 180.00),  reached
(0.5, -0.5, -90.00),  reached
(0.0, 0.5, 0.00),  cut
(0.509414, -0.233812, -1.31),  cut
(0.514011, -0.223218, -1.31),  reached
(0.0, 0.5, 0.00),  cut
(0.500993, 0.031891, 0.00),  reached
(0.0, 0.5, 0.00),  reached
(0.0, 0.5, 90.00),  reached
(0.0, 0.5, 180.00),  reached
(0.0, 0.5, -90.00),  reached
(0.5, 0.0, 0.00),  reached
(0.5, 0.0, 90.00),  reached
(0.5, 0.0, 180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.079266, 0.106066, -180.00),  cut
(0.085746, 0.11366, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.06029, 0.122327, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.056827, 0.130433, -180.00),  cut
(0.063306, 0.137994, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.037883, 0.145668, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.034432, 0.153434, -180.00),  cut
(0.040912, 0.160962, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.027515, 0.168562, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.024087, 0.175992, -180.00),  cut
(0.030567, 0.183488, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.005292, 0.189216, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(0.001895, 0.196318, -180.00),  cut
(0.008377, 0.203782, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.016787, 0.208561, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.043908, 0.211982, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.082848, 0.00115, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.109972, -0.012192, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.13716, -0.025047, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.176336, -0.0387, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.215586, -0.051647, -180.00),  cut
(-0.209097, -0.059349, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.210537, -0.069357, -180.00),  cut
(-0.204053, -0.077023, -180.00),  cut
(-0.195563, -0.085504, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.209025, -0.095259, -180.00),  cut
(-0.202544, -0.102874, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.204006, -0.112093, -180.00),  cut
(-0.197526, -0.119675, -180.00),  cut
(-0.189037, -0.128156, -180.00),  cut
(-0.180552, -0.136641, -180.00),  cut
(-0.172066, -0.145126, -180.00),  cut
(-0.163581, -0.153611, -180.00),  cut
(-0.155096, -0.162097, -180.00),  cut
(-0.14661, -0.170582, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.148009, -0.178709, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.163301, -0.184214, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.178559, -0.189449, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.181907, -0.196159, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.423141, -0.204978, -180.00),  cut
(-0.411886, -0.211006, -180.00),  cut
(-0.36659, -0.193171, -180.00),  cut
(-0.358405, -0.201865, -180.00),  cut
(-0.349918, -0.210349, -180.00),  cut
(-0.341432, -0.218834, -180.00),  cut
(-0.332947, -0.015187, -180.00),  cut
(-0.324523, -0.008338, -180.00),  cut
(-0.316044, 0.000153, -180.00),  cut
(-0.343614, 0.035232, -180.00),  cut
(-0.343548, 0.048547, -180.00),  cut
(-0.344446, 0.062085, -180.00),  cut
(-0.35396, 0.078275, -180.00),  cut
(-0.349003, 0.089295, -180.00),  cut
(-0.344066, 0.100312, -180.00),  cut
(-0.339051, 0.11129, -180.00),  cut
(-0.46452, 0.106506, -180.00),  cut
(-0.469437, 0.117074, -180.00),  cut
(-0.47518, 0.127642, -180.00),  cut
(-0.480859, 0.138245, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.496566, 0.150225, -180.00),  cut
(-0.9, 0.0, 180.00),  cut
(-0.512481, 0.161052, -180.00),  cut
(-0.9, 0.0, 180.00),  reached

# Waypoint History - Started at 2026-02-09 21:37:37 - Random Seed 1235
(-0.9, 0.0, 180.00),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.38),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(0.068286, -0.23901, -20.23),  cut
(0.068286, -0.23901, -20.30),  cut
(0.068286, -0.23901, -20.30),  cut
(0.068286, -0.23901, -20.30),  cut
(0.068286, -0.23901, -20.30),  cut
(0.068286, -0.23901, -20.30),  cut
(-0.414209, 0.073277, -20.30),  reached
(0.068286, -0.23901, -20.30),  cut
(0.068286, -0.23901, -32.91),  cut
(0.068286, -0.23901, -32.91),  cut
(0.068286, -0.23901, -32.91),  cut
(0.068286, -0.23901, -32.91),  cut
(0.068286, -0.23901, -32.91),  cut
(0.068286, -0.23901, -32.91),  cut
(0.068286, -0.23901, -32.91),  cut
(0.070879, -0.238662, -32.71),  cut
(0.081277, -0.237013, -31.87),  cut
(0.092971, -0.235146, -30.93),  cut
(0.104804, -0.233256, -29.99),  cut
(0.116653, -0.231365, -29.07),  cut
(0.128502, -0.229472, -28.16),  cut
(0.140352, -0.22758, -27.26),  cut
(-0.295967, 0.125788, -27.26),  reached
(0.140352, -0.22758, -27.26),  cut
(0.257919, 0.256534, 14.15),  cut
(0.187652, 0.271258, 17.96),  cut
(0.187652, 0.271258, 17.97),  cut
(0.187652, 0.271258, 17.97),  cut
(0.187652, 0.271258, 17.97),  cut
(0.187652, 0.271258, 17.97),  cut
(-0.024513, 0.444797, 57.50),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.024513, 0.444797, 57.63),  cut
(-0.106873, 0.671071, 95.47),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.106873, 0.671071, 95.61),  cut
(-0.267672, 0.762947, 130.79),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  cut
(-0.267672, 0.762947, 130.95),  reached
(-0.267672, 0.762947, 309.95),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.603438, 0.357426, -129.62),  cut
(-0.84647, 0.189203, -140.81),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  cut
(-0.84647, 0.189203, -140.84),  reached
(-0.84647, 0.189203, 38.16),  reached
(-0.84647, 0.189203, 217.16),  reached
(0.5, 0.0, -90.00),  cut
(-0.613076, -0.603654, -78.22),  cut
(-0.613972, -0.601001, -78.33),  cut
(-0.614868, -0.598348, -78.35),  cut
(-0.615765, -0.595695, -78.38),  cut
(-0.616661, -0.593042, -78.40),  cut
(-0.617558, -0.590389, -78.43),  cut
(-0.618454, -0.587736, -78.46),  cut
(-0.619351, -0.585083, -78.49),  cut
(-0.620247, -0.58243, -78.52),  cut
(-0.621143, -0.579777, -78.55),  cut
(-0.62204, -0.577124, -78.58),  cut
(-0.622936, -0.574471, -78.61),  cut
(-0.623833, -0.571818, -78.64),  cut
(-0.624729, -0.569165, -78.68),  cut
(-0.625625, -0.566512, -78.71),  cut
(-0.626522, -0.563859, -78.75),  cut
(-0.627418, -0.561206, -78.78),  cut
(-0.628315, -0.558553, -78.82),  cut
(-0.629211, -0.5559, -78.86),  cut
(-0.630107, -0.553247, -78.90),  cut
(-0.631004, -0.550594, -78.94),  cut
(-0.6319, -0.547941, -78.99),  cut
(-0.632797, -0.545288, -79.03),  cut
(-0.633693, -0.542635, -79.08),  cut
(-0.634589, -0.539982, -79.13),  cut
(-0.635486, -0.537329, -79.18),  cut
(-0.636382, -0.534676, -79.23),  cut
(-0.637279, -0.532022, -79.29),  cut
(-0.638175, -0.529369, -79.34),  cut
(-0.639071, -0.526716, -79.40),  cut
(-0.639968, -0.524063, -79.47),  cut
(-0.640864, -0.52141, -79.53),  cut
(-0.641761, -0.518757, -79.60),  cut
(-0.642657, -0.516104, -79.68),  cut
(-0.643554, -0.513451, -79.76),  cut
(-0.64445, -0.510798, -79.84),  cut
(-0.645346, -0.508145, -79.93),  cut
(-0.646243, -0.505492, -80.02),  cut
(-0.647139, -0.502839, -80.12),  cut
(-0.648036, -0.500186, -80.23),  cut
(-0.648932, -0.497533, -80.35),  cut
(-0.649828, -0.49488, -80.48),  cut
(-0.650725, -0.492227, -80.63),  cut
(-0.651621, -0.489574, -80.78),  cut
(-0.652518, -0.486921, -80.96),  cut
(-0.653414, -0.484268, -81.16),  cut
(-0.65431, -0.481615, -81.39),  cut
(-0.422911, -0.728807, -55.09),  cut
(-0.422911, -0.728807, -55.02),  cut
(-0.422911, -0.728807, -55.02),  cut
(-0.422911, -0.728807, -55.02),  cut
(-0.422911, -0.728807, -55.02),  cut
(-0.422911, -0.728807, -55.02),  cut
(-0.422911, -0.728807, -55.02),  cut
(-0.610591, -0.592283, -55.02),  reached
(-0.422911, -0.728807, -55.02),  cut
(-0.422911, -0.728807, -36.03),  cut
(-0.422911, -0.728807, -36.03),  cut
(-0.422911, -0.728807, -36.03),  cut
(-0.422911, -0.728807, -36.03),  cut
(-0.422911, -0.728807, -36.03),  cut
(-0.422911, -0.728807, -36.03),  cut
(-0.489702, -0.791382, -36.03),  reached
(-0.422911, -0.728807, -36.03),  cut
(0.038795, -0.809441, -2.80),  cut
(0.038795, -0.809441, -2.89),  cut
(-0.157079, -0.685935, 18.10),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.157079, -0.685935, 18.17),  cut
(-0.102914, -0.619888, 33.03),  cut
(-0.102914, -0.619888, 33.13),  cut
(-0.102914, -0.619888, 33.13),  cut
(-0.102914, -0.619888, 33.13),  cut
(-0.102914, -0.619888, 33.13),  cut
(-0.102914, -0.619888, 33.13),  cut
(0.105775, -0.697821, -3.74),  cut
(0.105775, -0.697821, -3.88),  cut
(0.105775, -0.697821, -3.88),  cut
(0.105775, -0.697821, -3.88),  cut
(0.038795, -0.809441, -35.02),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.038795, -0.809441, -35.18),  cut
(0.427874, -0.846863, -12.17),  cut
(0.427874, -0.846863, -12.12),  cut
(0.105811, -0.69783, 19.84),  cut
(0.106324, -0.697989, 19.95),  cut
(0.106837, -0.698149, 19.80),  cut
(0.26255, -0.500685, 42.00),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.08),  cut
(0.26255, -0.500685, 42.07),  cut
(0.26255, -0.500685, 42.08),  cut
(0.456213, -0.510176, 12.14),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.456213, -0.510176, 12.01),  cut
(0.644284, -0.537961, -0.60),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.65),  cut
(0.644284, -0.537961, -0.64),  cut
(0.644284, -0.537961, -0.64),  cut
(0.738868, -0.596997, -17.19),  cut
(0.738868, -0.596997, -17.29),  cut
(0.738868, -0.596997, -17.29),  cut
(0.738868, -0.596997, -17.29),  cut
(0.738868, -0.596997, -17.29),  cut
(0.738868, -0.596997, -17.29),  cut
(0.738868, -0.596997, -17.29),  reached
(0.738868, -0.596997, 161.71),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
(0.71966, 0.034837, 91.74),  cut
