
# Waypoint History - Started at 2026-02-07 22:18:55 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:20:09 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:21:28 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:22:24 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.38),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(0.068286, -0.23901, -20.23),  cut
(0.068286, -0.23901, -20.30),  cut
(-0.342931, -0.197545, -59.62),  cut
(-0.351919, -0.200183, -63.36),  cut
(-0.361171, -0.202627, -67.33),  cut
(-0.368352, -0.213388, -72.04),  cut
(-0.383345, -0.226406, -80.22),  cut
(-0.398218, -0.239608, -87.83),  cut
(-0.413091, -0.252809, -94.66),  cut
(-0.427964, -0.26601, -100.64),  cut
(-0.442837, -0.279211, -105.76),  cut
(-0.45771, -0.292413, -110.10),  cut
(-0.472583, -0.305614, -113.77),  cut
(-0.487456, -0.318815, -116.87),  cut
(-0.50233, -0.332016, -119.48),  cut
(-0.517203, -0.345217, -121.69),  cut
(-0.532076, -0.358419, -123.57),  cut
(-0.546949, -0.37162, -125.17),  cut
(-0.561822, -0.384821, -126.55),  cut
(-0.576695, -0.398022, -127.74),  cut
(-0.591568, -0.411224, -128.78),  cut
(-0.606441, -0.424425, -129.68),  cut
(-0.621314, -0.437626, -130.46),  cut
(-0.636188, -0.450827, -131.16),  cut
(-0.651061, -0.464029, -131.77),  cut
(-0.665934, -0.47723, -132.31),  cut
(-0.680807, -0.490431, -132.79),  cut
(-0.69568, -0.503632, -133.23),  cut
(-0.710553, -0.516834, -133.61),  cut
(-0.725426, -0.530035, -133.96),  cut
(-0.740299, -0.543236, -134.27),  cut
(-0.755172, -0.556437, -134.56),  cut
(-0.770046, -0.569639, -134.81),  cut
(-0.784919, -0.58284, -135.05),  cut
(-0.799792, -0.596041, -135.26),  cut
(-0.814665, -0.609242, -135.46),  cut
(-0.829538, -0.622444, -135.63),  cut
(-0.844411, -0.635645, -135.80),  cut
(-0.859284, -0.648846, -135.95),  cut
(-0.874157, -0.662047, 180.00),  cut
(-0.88903, -0.675249, 180.00),  cut
(-0.9, -0.68845, 180.00),  cut
(-0.9, -0.701651, 180.00),  cut
(-0.9, -0.714852, 180.00),  cut
(-0.9, -0.728053, 180.00),  cut
(-0.9, -0.741255, 180.00),  cut
(-0.9, -0.754456, 180.00),  cut
(-0.9, -0.766176, 180.00),  cut
(-0.9, -0.772772, 180.00),  cut
(-0.9, -0.779572, 180.00),  cut
(-0.9, -0.786372, 180.00),  cut
(-0.9, -0.793172, 180.00),  cut
(-0.9, -0.799972, 180.00),  cut
(-0.9, -0.806772, 180.00),  cut
(-0.9, -0.813572, 180.00),  cut
(-0.9, -0.820372, 180.00),  cut
(-0.9, -0.827172, 180.00),  cut
(-0.9, -0.833972, 180.00),  cut
(-0.9, -0.840771, 180.00),  cut
(-0.9, -0.847571, 180.00),  cut
(-0.9, -0.854371, 180.00),  cut
(-0.9, -0.861171, -90.00),  cut
(-0.9, -0.867971, -90.00),  cut
(-0.9, -0.874771, -90.00),  cut
(-0.9, -0.881571, -90.00),  cut
(-0.9, -0.888371, -90.00),  cut
(-0.9, -0.895171, -90.00),  cut
(-0.897113, -0.9, -90.00),  cut
(-0.892559, -0.9, -90.00),  cut
(-0.888006, -0.9, -90.00),  cut
(-0.883452, -0.9, -90.00),  cut
(-0.878899, -0.9, -90.00),  cut
(-0.874345, -0.9, -90.00),  cut
(-0.869792, -0.9, -90.00),  cut
(-0.865238, -0.9, -90.00),  cut
(-0.860685, -0.9, -90.00),  cut
(-0.856131, -0.9, -90.00),  cut
(-0.851578, -0.9, -90.00),  cut
(-0.847024, -0.9, -90.00),  cut
(-0.842471, -0.9, -90.00),  cut
(-0.837917, -0.9, -90.00),  cut
(-0.8331, -0.9, -90.00),  cut
(-0.828282, -0.9, -90.00),  cut
(-0.836584, -0.86, None),  cut
(-0.836174, -0.86, None),  reached
(-0.836174, -0.86, 269.00),  cut
(-0.836174, -0.86, 275.19),  cut
(-0.836174, -0.86, 282.06),  cut
(-0.836174, -0.86, 288.94),  cut
(-0.836174, -0.86, 295.81),  cut
(-0.836174, -0.86, 302.69),  cut
(-0.836174, -0.86, 309.56),  cut
(-0.836174, -0.86, 316.44),  cut
(-0.836174, -0.86, 323.32),  cut
(-0.836174, -0.86, 330.19),  cut
(-0.836174, -0.86, 337.07),  cut
(-0.836174, -0.86, 343.94),  cut
(-0.836174, -0.86, 350.82),  cut
(-0.836174, -0.86, 357.69),  cut
(-0.836174, -0.86, 4.57),  cut
(-0.836174, -0.86, 11.44),  cut
(-0.836174, -0.86, 18.32),  cut
(-0.836174, -0.86, 25.20),  cut
(-0.836174, -0.86, 32.07),  cut
(-0.836174, -0.86, 38.95),  cut
(-0.836174, -0.86, 45.82),  cut
(-0.836174, -0.86, 52.70),  cut
(-0.836174, -0.86, 59.57),  cut
(-0.836174, -0.86, 66.45),  cut
(-0.836174, -0.86, 73.32),  cut
(-0.836174, -0.86, 80.20),  cut
(-0.836174, -0.86, 87.07),  cut
(-0.836174, -0.86, 93.95),  cut
(-0.836174, -0.86, 100.83),  cut
(-0.836174, -0.86, 107.70),  cut
(-0.836174, -0.86, 114.58),  cut
(-0.836174, -0.86, 121.45),  cut
(-0.836174, -0.86, 128.33),  cut
(-0.157079, -0.685935, 14.38),  cut
(-0.422911, -0.728807, 17.69),  cut
(-0.493628, -0.690209, 27.02),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut
(-0.493628, -0.690209, 27.05),  cut

# Waypoint History - Started at 2026-02-07 23:02:23 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.38),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(0.068286, -0.23901, -20.23),  cut
(0.068286, -0.23901, -20.30),  cut
(-0.342931, -0.197545, -59.62),  cut
(-0.351919, -0.200183, -63.36),  cut
(-0.361171, -0.202627, -67.33),  cut
(-0.368352, -0.213388, -72.04),  cut
(-0.383345, -0.226406, -80.22),  cut
(-0.398218, -0.239608, -87.83),  cut
(-0.413091, -0.252809, -94.66),  cut
(-0.427964, -0.26601, -100.64),  cut
(-0.442837, -0.279211, -105.76),  cut
(-0.45771, -0.292413, -110.10),  cut
(-0.472583, -0.305614, -113.77),  cut
(-0.487456, -0.318815, -116.87),  cut
(-0.50233, -0.332016, -119.48),  cut
(-0.517203, -0.345217, -121.69),  cut
(-0.532076, -0.358419, -123.57),  cut
(-0.546949, -0.37162, -125.17),  cut
(-0.561822, -0.384821, -126.55),  cut
(-0.576695, -0.398022, -127.74),  cut
(-0.591568, -0.411224, -128.78),  cut
(-0.606441, -0.424425, -129.68),  cut
(-0.621314, -0.437626, -130.46),  cut
(-0.636188, -0.450827, -131.16),  cut
(-0.651061, -0.464029, -131.77),  cut
(-0.665934, -0.47723, -132.31),  cut
(-0.680807, -0.490431, -132.79),  cut
(-0.69568, -0.503632, -133.23),  cut
(-0.710553, -0.516834, -133.61),  cut
(-0.725426, -0.530035, -133.96),  cut
(-0.740299, -0.543236, -134.27),  cut
(-0.755172, -0.556437, -134.56),  cut
(-0.770046, -0.569639, -134.81),  cut
(-0.784919, -0.58284, -135.05),  cut
(-0.799792, -0.596041, -135.26),  cut
(-0.814665, -0.609242, -135.46),  cut
(-0.829538, -0.622444, -135.63),  cut
(-0.844411, -0.635645, -135.80),  cut
(-0.859284, -0.648846, -135.95),  cut
(-0.874157, -0.662047, 180.00),  cut
(-0.88903, -0.675249, 180.00),  cut
(-0.9, -0.68845, 180.00),  cut
(-0.9, -0.701651, 180.00),  cut
(-0.9, -0.714852, 180.00),  cut
(-0.9, -0.728053, 180.00),  cut
(-0.9, -0.741255, 180.00),  cut
(-0.9, -0.754456, 180.00),  cut
(-0.9, -0.766176, 180.00),  cut
(-0.9, -0.772772, 180.00),  cut
(-0.9, -0.779572, 180.00),  cut
(-0.9, -0.786372, 180.00),  cut
(-0.9, -0.793172, 180.00),  cut
(-0.9, -0.799972, 180.00),  cut
(-0.9, -0.806772, 180.00),  cut
(-0.9, -0.813572, 180.00),  cut
(-0.9, -0.820372, 180.00),  cut
(-0.9, -0.827172, 180.00),  cut
(-0.9, -0.833972, 180.00),  cut
(-0.9, -0.840771, 180.00),  cut
(-0.9, -0.847571, 180.00),  cut
(-0.9, -0.854371, 180.00),  cut
(-0.9, -0.861171, -90.00),  cut
(-0.9, -0.867971, -90.00),  cut
(-0.9, -0.874771, -90.00),  cut
(-0.9, -0.881571, -90.00),  cut
(-0.9, -0.888371, -90.00),  cut
(-0.9, -0.895171, -90.00),  cut
(-0.897113, -0.9, -90.00),  cut
(-0.892559, -0.9, -90.00),  cut
(-0.888006, -0.9, -90.00),  cut
(-0.883452, -0.9, -90.00),  cut
(-0.878899, -0.9, -90.00),  cut
(-0.874345, -0.9, -90.00),  cut
(-0.869792, -0.9, -90.00),  cut
(-0.865238, -0.9, -90.00),  cut
(-0.860685, -0.9, -90.00),  cut
(-0.856131, -0.9, -90.00),  cut
(-0.851578, -0.9, -90.00),  cut
(-0.847024, -0.9, -90.00),  cut
(-0.842471, -0.9, -90.00),  cut
(-0.837917, -0.9, -90.00),  cut
(-0.8331, -0.9, -90.00),  cut
(-0.828282, -0.9, -90.00),  cut
(-0.836584, -0.86, -90.00),  cut
(-0.836417, -0.86, -90.00),  reached
(-0.836417, -0.86, 89.00),  cut
(-0.836417, -0.86, 95.19),  cut
(-0.836417, -0.86, 102.06),  cut
(-0.836417, -0.86, 108.94),  cut
(-0.836417, -0.86, 115.81),  cut
(-0.836417, -0.86, 122.69),  cut
(-0.836417, -0.86, 129.57),  cut
(-0.157079, -0.685935, 14.37),  cut
(-0.422911, -0.728807, 17.69),  cut
(-0.493628, -0.690209, 27.01),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.493628, -0.690209, 27.04),  cut
(-0.422911, -0.728807, 3.62),  cut
(-0.422911, -0.728807, 3.45),  cut
(-0.422911, -0.728807, 3.45),  cut
(-0.422911, -0.728807, 3.45),  cut
(-0.422911, -0.728807, 3.45),  cut
(-0.238677, -0.547512, 32.79),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.238677, -0.547512, 32.88),  cut
(-0.157079, -0.685935, -25.12),  cut
(-0.157079, -0.685935, -25.43),  cut
(-0.157079, -0.685935, -25.43),  cut
(-0.157079, -0.685935, -25.43),  cut
(-0.157079, -0.685935, -25.43),  cut
(-0.157079, -0.685935, -25.43),  cut
(-0.157079, -0.685935, -25.43),  cut
(-0.102914, -0.619888, 7.82),  cut
(-0.104858, -0.620277, 8.03),  cut
(-0.109983, -0.621573, 7.76),  cut
(-0.089202, -0.61724, 8.42),  cut
(-0.091394, -0.618499, 7.96),  cut
(0.038795, -0.809441, -37.27),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.038795, -0.809441, -37.44),  cut
(0.105775, -0.697821, 15.57),  cut
(0.105775, -0.697821, 15.91),  cut
(0.111148, -0.696167, 15.96),  cut
(0.118953, -0.694454, 15.75),  cut
(0.126759, -0.692742, 15.55),  cut
(0.134565, -0.691029, 15.36),  cut
(0.142371, -0.689316, 15.17),  cut
(0.150177, -0.687603, 14.99),  cut
(0.157983, -0.68589, 14.81),  cut
(0.165789, -0.684178, 14.64),  cut
(0.173595, -0.682465, 14.48),  cut
(0.427874, -0.846863, -21.66),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.427874, -0.846863, -21.77),  cut
(0.459071, -0.802624, 2.93),  cut
(0.669609, -0.809621, -0.13),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.669609, -0.809621, -0.14),  cut
(0.737975, -0.597613, 50.13),  cut
(0.737587, -0.597881, 50.35),  cut
(0.737198, -0.598149, 50.38),  cut
(0.73681, -0.598417, 50.41),  cut
(0.736421, -0.598685, 50.44),  cut
(0.736033, -0.598953, 50.48),  cut
(0.735644, -0.599221, 50.52),  cut
(0.735256, -0.599488, 50.56),  cut
(0.734868, -0.599756, 50.60),  cut
(0.734479, -0.600024, 50.64),  cut
(0.734091, -0.600292, 50.69),  cut
(0.733702, -0.60056, 50.75),  cut
(0.733314, -0.600828, 50.81),  cut
(0.644284, -0.537961, 96.18),  cut
(0.644582, -0.535702, 96.28),  cut
(0.645192, -0.532073, 95.85),  cut
(0.645802, -0.528444, 95.40),  cut
(0.646412, -0.524816, 94.94),  cut
(0.809644, -0.553104, 26.65),  cut
(0.818849, -0.536331, 29.82),  cut
(0.828054, -0.519557, 32.99),  cut
(0.837259, -0.502784, 35.79),  cut
(0.705062, -0.427933, 86.88),  cut
(0.711961, -0.435896, 84.55),  cut
(0.718859, -0.44386, 81.40),  cut
(0.725758, -0.451824, 77.56),  cut
(0.883283, -0.418917, 0.00),  cut
(0.892488, -0.402144, 0.00),  cut
(0.9, -0.385371, 0.00),  cut
(0.9, -0.368598, 0.00),  cut
(0.9, -0.351824, 0.00),  cut
(0.9, -0.335051, 0.00),  cut
(0.9, -0.318278, 0.00),  cut
(0.9, -0.301504, 0.00),  cut
(0.9, -0.284731, 0.00),  cut
(0.9, -0.267958, 0.00),  cut
(0.9, -0.251184, 0.00),  cut
(0.9, -0.236115, 0.00),  cut
(0.9, -0.223544, 0.00),  cut
(0.9, -0.210972, 0.00),  cut
(0.9, -0.1984, 0.00),  cut
(0.9, -0.185828, 0.00),  cut
(0.9, -0.173256, 0.00),  cut
(0.9, -0.160684, 0.00),  cut
(0.9, -0.148112, 0.00),  cut
(0.824056, -0.370119, 179.00),  cut
(0.9, -0.122968, 0.00),  cut
(0.8276, -0.358703, 179.69),  cut
(0.9, -0.097824, 0.00),  cut
(0.830826, -0.347193, 179.69),  cut
(0.831136, -0.346076, 185.19),  cut
(0.9, -0.060108, 0.00),  cut
(0.833663, -0.335581, 186.56),  cut
(0.9, -0.034964, 0.00),  cut
(0.83626, -0.323912, 186.56),  cut
(0.836509, -0.322781, 192.06),  cut
(0.9, 0.002752, 0.00),  cut
(0.838576, -0.312185, 193.44),  cut
(0.9, 0.027896, 0.00),  cut
(0.840716, -0.300424, 193.44),  cut
(0.9, 0.05304, 0.00),  cut
(0.842707, -0.288637, 193.44),  cut
(0.842899, -0.287494, 198.94),  cut
(0.897487, 0.090756, 0.00),  cut
(0.844441, -0.276809, 200.31),  cut
(0.891193, 0.1159, 0.00),  cut
(0.845881, -0.264943, 200.31),  cut
(0.884899, 0.141044, 0.00),  cut
(0.84705, -0.253046, 200.31),  cut
(0.878605, 0.166188, 0.00),  cut
(0.847971, -0.241128, 200.31),  cut
(0.872311, 0.191332, 0.00),  cut
(0.848663, -0.229194, 200.31),  cut
(0.848729, -0.228037, 205.81),  cut
(0.86287, 0.229048, 0.00),  cut
(0.849062, -0.217247, 207.19),  cut
(0.856576, 0.254192, 89.09),  cut
(0.85343, 0.266764, 89.50),  cut
(0.850283, 0.279336, 89.89),  cut
(0.727592, 0.265268, 105.26),  cut
(0.727592, 0.265268, 105.30),  cut
(0.71966, 0.034837, 122.67),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.71966, 0.034837, 122.76),  cut
(0.727592, 0.265268, 99.03),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.727592, 0.265268, 98.94),  cut
(0.641461, 0.289339, 129.90),  cut
(0.641461, 0.289339, 130.12),  cut
(0.641461, 0.289339, 130.12),  cut
(0.641461, 0.289339, 130.12),  cut
(0.753725, 0.476954, 81.39),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.753725, 0.476954, 81.20),  cut
(0.450478, 0.618444, 139.18),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.450478, 0.618444, 139.34),  cut
(0.587847, 0.9, 90.00),  cut
(0.582487, 0.9, 90.00),  cut
(0.577126, 0.9, 90.00),  cut
(0.571766, 0.9, 90.00),  cut
(0.566405, 0.898265, 90.00),  cut
(0.561045, 0.89421, 90.00),  cut
(0.555684, 0.890154, 90.00),  cut
(0.550324, 0.886098, 90.00),  cut
(0.544963, 0.882043, 90.00),  cut
(0.539603, 0.877987, 90.00),  cut
(0.534242, 0.873931, 90.00),  cut
(0.528881, 0.869876, 90.00),  cut
(0.523521, 0.86582, 90.00),  cut
(0.51816, 0.861764, 90.00),  cut
(0.5128, 0.857709, 100.61),  cut
(0.507439, 0.853653, 103.18),  cut
(0.502079, 0.849597, 106.12),  cut
(0.532322, 0.745128, 285.12),  cut
(0.532, 0.746241, 291.30),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(0.057883, 0.802785, 173.20),  cut
(-0.094815, 0.732486, -168.26),  cut
(-0.091257, 0.731284, -167.76),  cut
(-0.087699, 0.730083, -167.31),  cut
(-0.08414, 0.728882, -166.82),  cut
(-0.080582, 0.727681, -166.29),  cut
(-0.077024, 0.726479, -165.71),  cut
(-0.073466, 0.725278, -165.08),  cut
(-0.069907, 0.724077, -164.37),  cut
(-0.066349, 0.722876, -163.59),  cut
(-0.062791, 0.721674, -162.70),  cut
(-0.059232, 0.720473, -161.68),  cut
(-0.106873, 0.671071, -151.26),  cut
(-0.106873, 0.671071, -151.19),  cut
(-0.106873, 0.671071, -151.19),  cut
(-0.106873, 0.671071, -151.19),  cut
(-0.106873, 0.671071, -151.19),  cut
(-0.106873, 0.671071, -151.19),  cut
(-0.267672, 0.762947, 170.68),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
